Name,Formula,Annot..Source..Predicted.Compositions,Annot..Source..mzCloud.Search,Annot..Source..MassList.Search,Annot..DeltaMass..ppm.,Calc..MW,m.z,RT..min.,X..mzCloud.Results,mzCloud.Best.Match,mzCloud.Best.Match.Confidence,mzCloud.Best.Sim..Match,Mass.List.Match..metabolites.list_230424_ForCD,MS2,Area..N_FA1_000m_ldl01.raw..F167.,Area..N_FA1_000m_ldl02.raw..F206.,Area..N_FA1_000m_ldl03.raw..F245.,Area..N_FA1_000m_ldl04.raw..F284.,Area..N_FA1_000m_ldl05.raw..F323.,Area..N_FA1_000m_ldl06.raw..F362.,Area..N_FA1_000m_ldl07.raw..F401.,Area..N_FA1_000m_ldl08.raw..F439.,Area..N_FA1_000m_ldl09.raw..F477.,Area..N_FA1_000m_ldl10.raw..F519.,Area..N_FA1_000m_ldl11.raw..F559.,Area..N_FA1_000m_ldl12.raw..F597.,Area..N_FA1_000m_ldl13.raw..F635.,Area..N_FA1_000m_ldl14.raw..F675.,Area..N_FA1_000m_ldl15.raw..F715.,Area..N_FA1_000m_ldl16.raw..F754.,Area..N_FA1_000m_ldl17.raw..F795.,Area..N_FA1_000m_ldl18.raw..F836.,Area..N_FA1_000m_ldl19.raw..F877.,Area..N_FA1_000m_ldl20.raw..F918.
[Similar to: 17-AAG; ΔMass: -27.9787 Da],C22 H52 N7 O3 P S2,Full match,Invalid mass,No results,-8.5,557.32633,556.31905,3.252,9,NA,NA,83,No matches found,DDA for preferred ion,26575.45929,182269.1372,29995.4073,196086.0922,140714.358,169134.4733,80592.55336,38952.40058,16848.34256,10786.51546,6162.581233,13261.10523,50492.76968,131455.4312,73718.73673,40120.4616,36890.89021,7942.849872,11887.27826,18166.63828
[Similar to: Xanthurenic acid; ΔMass: 36.0404 Da],C11 H15 N O3 S,Full match,Invalid mass,No results,2.73,241.07792,240.07065,2.776,1,NA,NA,50.2,No matches found,DDA for preferred ion,8960.705441,20871.237,15963.73956,7769.645508,35311.62517,23628.91942,46026.1047,9799.614016,8026.71693,14330.04944,9940.127775,8727.205983,6748.585667,7617.926685,7689.99347,8991.605785,7999.20777,8223.141908,8100.340502,7571.763327
"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",C46 H80 N O8 P,No results,No results,Full match,-4.98,805.55814,804.55087,3.786,0,NA,NA,NA,Single match found,No MS2,128890.7523,152591.1114,43538.52678,417420.2012,27273.54728,66902.90638,130561.8866,265045.7731,149919.8302,175614.7648,97819.24457,115093.8745,106342.4405,195030.8276,94858.58046,133776.5017,138946.6002,132535.2264,40152.63302,86143.42475
[Similar to: Docosahexaenoic acid; ΔMass: -0.0697 Da],C13 H28 O9,Full match,Invalid mass,No results,-8.69,328.17048,327.1632,2.084,2,NA,NA,71.3,No matches found,DDA for preferred ion,59430.70871,7589.383127,91582.32277,11996.62532,24422.59773,33727.03075,21031.76597,42956.62896,28959.65421,40078.70266,13445.08413,33275.53761,26003.07573,42821.07696,8677.002744,5643.839301,7079.684837,8233.977548,339829.1698,360755.4506
[Similar to: 2-Hydroxymyristic acid; ΔMass: 0.5685 Da],NA,No results,Invalid mass,No results,NA,244.77231,243.76503,2.628,2,NA,NA,60.6,No matches found,DDA for preferred ion,8782.901488,24516.12057,11680.89388,9930.661889,33390.78468,24326.19531,43559.91601,11639.28291,10418.93664,19072.02652,220001.6991,32231.79063,230655.4124,23431.57237,12538.99213,11391.61273,14411.08652,31243.49839,8136.383308,17069.95301
[Similar to: NP-012816; ΔMass: -493.5101 Da],C3 H4 N3 O6 P3 S,Full match,Invalid mass,No results,3.88,302.90454,301.89726,14.618,16,NA,NA,62,No matches found,DDA for preferred ion,18584.34405,16731.70074,34435.03954,23084.7026,378797.6048,106294.7554,23012.19832,101983.6372,42660.32567,76768.5057,99543.32058,104917.9489,136038.4861,58945.89247,112807.7216,94607.92839,67958.77793,3179.910052,12555.06168,12848.85749
[Similar to: 2-[(6-methyl-2-nitropyridin-3-yl)oxy]acetic acid; ΔMass: 31.5443 Da],NA,No results,Invalid mass,No results,NA,243.58762,242.58034,10.192,1,NA,NA,58.6,No matches found,DDA for preferred ion,5890.352116,5946.78564,7116.015094,6758.5472,6880.045598,4913.135885,26800.77085,6309.462729,5243.008251,12217.56267,6766.571791,4004.334698,4462.880365,3441.376256,3469.279135,3577.830433,3735.296509,2537.864989,5129.295144,3304.389642
[Similar to: 11-Dehydro thromboxane B2; ΔMass: -166.3005 Da],NA,No results,Invalid mass,No results,NA,201.91943,200.91215,17.139,20,NA,NA,56.3,No matches found,DDA for preferred ion,77659.41917,67904.07275,76735.91505,100066.8776,22732.10064,101019.9837,65448.0125,8217.97631,42681.80637,31451.05267,242592.4043,252071.1669,238889.0059,186630.064,130936.3239,102545.6205,5328.38644,84841.67417,89181.30157,4876.358049
[Similar to: 11-Dehydro thromboxane B2; ΔMass: -166.3002 Da],C6 H2 O2 S3,Full match,Invalid mass,No results,-9.97,201.91968,200.9124,17.415,20,NA,NA,52.4,No matches found,DDA for preferred ion,89542.38299,73279.18417,83459.4027,100066.8776,225615.4538,95572.4414,63375.53304,64788.611,31937.63515,23951.44381,242592.4043,121204.6606,238889.0059,186630.064,130936.3239,102545.6205,77367.55017,84841.67417,89181.30157,80203.12199
"5,6-Dihydroxyprostaglandin F1a",C20 H36 O7,Not the top hit,No results,Full match,3.09,388.2473,387.24002,3.353,0,NA,NA,NA,Single match found,No MS2,3718.544447,13321.98839,4798.327311,3883.80826,13945.76686,12760.35165,23501.81239,6407.337793,4739.646113,7393.404042,2687.557978,3502.68621,2898.560047,3107.792728,3041.814014,3579.817204,13601.64636,3181.886196,11281.22019,2786.002955
Glutarylcarnitine,C12 H21 N O6,Not the top hit,No results,Full match,0.24,275.13695,274.12968,14.418,0,NA,NA,NA,Single match found,No MS2,4928.569939,4313.404219,4517.747093,4168.083887,3767.321297,4461.692058,15945.77917,5242.698264,4636.784627,4944.536667,14889.12403,11875.13149,3203.927903,3960.906861,4065.941618,3683.98874,8678.418507,2687.698488,5633.033303,2336.112697
beta-Damascenone,C13 H18 O,Full match,No results,Full match,2.15,190.13617,189.1289,3.032,0,NA,NA,NA,Single match found,DDA for preferred ion,238278.9313,263937.3893,315575.9026,309133.1927,23123.49937,324734.3833,139229.8406,384355.6067,251361.8548,232553.8374,6225.077011,6072.836795,4483.529933,6179.490302,4678.561739,6776.465505,10849.95463,3522.785032,20558.45771,4612.258763
3-Oxocholic acid,C24 H38 O5,Not the top hit,No results,Full match,-1.62,406.27126,405.26399,8.208,0,NA,NA,NA,Single match found,No MS2,13467.10104,22290.61146,25018.68645,20610.30691,23205.48881,30514.77724,66679.53123,23303.80573,16720.55179,18299.93663,7908.213941,12647.75565,8360.269981,39436.99988,6179.342417,32679.33346,11625.3541,4232.630187,21897.96087,11261.44989
[Similar to: N-benzyl-N-methyl-N'-phenylurea; ΔMass: 131.7490 Da],C4 H6 O12 P2 S2,Full match,Invalid mass,No results,-6.32,371.87524,370.86796,2.516,1,NA,NA,51.1,No matches found,DDA for preferred ion,26715.54301,36938.65592,43202.56396,21150.57564,95912.89592,51348.62926,53380.73462,24447.1965,19247.29696,25589.90175,61979.62688,14705.23821,15415.87882,12540.81693,14346.22908,15471.0407,14351.77987,7286.209869,10840.60405,7999.993079
[Similar to: L-Phenylalanine; ΔMass: -0.2314 Da],NA,No results,Invalid mass,No results,NA,164.84758,163.8403,9.33,3,NA,NA,70.8,No matches found,DDA for preferred ion,138949.4218,30268.61796,25030.35267,31036.37553,48759.0409,92202.76559,10342.14855,21596.63809,347921.2439,49732.69123,1838.32397,28110.52032,18117.47641,5593.983034,39439.04828,1032.658086,873.2939819,2013.037056,189767.8129,20505.69015
"LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))",C27 H46 N O7 P,No match,No results,Full match,1.84,527.30216,526.29488,3.004,0,NA,NA,NA,Single match found,DDA for preferred ion,81704.18405,49579.00598,114797.6534,109312.5155,14040.09106,9268.94891,28539.968,101583.034,59094.38049,138727.383,35299.47527,102213.6386,34297.14704,43277.50292,36340.69194,33330.97461,59214.31384,12583.07297,26946.15939,22559.83417
"LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))",C27 H46 N O7 P,No match,No results,Full match,0.74,527.30158,526.2943,3.005,0,NA,NA,NA,Single match found,DDA for preferred ion,81704.18405,49579.00598,114797.6534,109312.5155,13018.78902,9769.18336,28539.968,101583.034,59094.38049,122915.4285,35299.47527,101680.2394,34297.14704,43277.50292,36340.69194,33330.97461,75919.437,12583.07297,26946.15939,22559.83417
Inositol cyclic phosphate,C6 H11 O8 P,Full match,No results,Full match,2.26,242.0197,241.01242,3.372,0,NA,NA,NA,Single match found,No MS2,5550.70838,19885.86491,37332.61063,12905.08033,21279.64701,19047.50416,156593.6955,9564.29702,21647.9649,22012.62324,70413.21728,5228.494636,4522.340648,10172.16837,7852.477841,6894.858867,66042.00513,15001.27754,6039.885988,11845.58922
dCMP,C9 H14 N3 O7 P,Not the top hit,No results,Full match,0.64,307.05713,306.04986,13.313,0,NA,NA,NA,Single match found,DDA for preferred ion,2845.224865,2556.465178,3137.464816,3125.140512,2302.496782,2252.711894,19966.85099,2724.307046,2152.697512,5292.007273,2857.880119,1659.108674,1523.967921,1624.659324,3247.867257,14553.84256,1789.118438,1484.745703,2405.523822,1691.950197
"[Similar to: 4-[5-(4-chloro-2-nitrophenyl)-2-furyl]-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarbonitrile; ΔMass: -223.0146 Da]",C10 H7 N O,Full match,Invalid mass,No results,1.42,157.05299,156.04571,2.9,1,NA,NA,51.9,No matches found,DDA for preferred ion,10940.99197,16359.628,6468.151705,109483.7375,42084.71789,41039.59057,67351.05806,13625.85554,13466.9347,13948.73496,13117.83038,16796.14518,11275.7515,16107.20906,19037.29687,25307.66465,19688.27274,8622.745834,4048.868762,2355.498572
[Similar to: Dodecyl sulfate; ΔMass: 0.0331 Da],C16 H26 O3,Full match,Invalid mass,No results,0.23,266.18826,265.18098,2.404,15,NA,NA,65.4,No matches found,DDA for preferred ion,20412.02984,22064.89331,28860.0389,92468.16979,23457.73817,47127.87036,30882.56329,141263.228,115453.2789,67062.96194,147294.5564,33495.25672,91821.43071,22915.36982,63693.87061,16858.96764,50403.76374,13401.78768,27554.41644,113892.1448
volkenin  isomer,C12 H17 N O7,No match,No results,Full match,-0.41,287.10039,286.09311,12.585,0,NA,NA,NA,Single match found,DDA for preferred ion,4084.746499,4444.417536,5861.183751,5962.181932,3455.10464,3818.421397,25213.95149,5149.379997,4318.661664,10317.413,4479.380213,2847.338123,3235.866857,2183.203821,1997.003729,2287.911555,2355.578084,1987.891004,3853.469228,2105.576168
[Similar to: N-(2-furylmethyl)-3-thiophenecarboxamide; ΔMass: -91.1318 Da],NA,No results,Invalid mass,No results,NA,115.90361,114.89633,2.171,3,NA,NA,53.8,No matches found,DDA for preferred ion,114373.3576,124826.9386,148221.7599,205603.0114,44591.85235,138867.5858,126768.3685,268559.2539,103933.1174,203706.8149,139021.1233,99275.31022,105168.7373,75493.73433,76143.88399,65101.96944,75971.73641,60112.96758,52363.99791,72527.12536
[Similar to: CAPSO; ΔMass: -97.1430 Da],C2 H4 O3 S2,Full match,Invalid mass,No results,1.81,139.96044,138.95316,12.006,8,NA,NA,60.7,No matches found,DDA for preferred ion,989.568118,854.3212914,2067.262211,1107.780941,1307.549101,964.8204067,5942.313265,1268.386136,830.4300653,3062.592034,1592.041337,1018.575747,1059.256315,981.1094072,965.3454043,939.6159841,928.5512651,624.836596,1270.769458,909.6204749
[Similar to: N-(2-furylmethyl)-3-thiophenecarboxamide; ΔMass: 189.1342 Da],NA,No results,Invalid mass,No results,NA,396.16964,395.16237,2.999,1,NA,NA,51.7,No matches found,DDA for preferred ion,19508.37931,17765.49355,26640.57705,32577.41181,21439.60655,14153.9408,32670.64952,33463.2424,26336.13846,135453.3408,10720.15084,11394.43307,37964.83142,37321.30265,54560.05741,145693.2993,42311.43301,62402.09497,33615.42146,97055.71618
"[Similar to: N-(4H-1,3-benzodioxin-6-yl)acetamide; ΔMass: 48.7365 Da]",NA,No results,Invalid mass,No results,NA,241.81037,240.8031,2.579,2,NA,NA,59.4,No matches found,DDA for preferred ion,11288.9908,259175.671,60447.96766,103874.9311,12178.81764,64683.84071,22074.21019,221897.9589,360119.3247,499760.4656,17809.60573,61956.05795,12337.51702,18061.73481,34960.06299,38348.0151,25643.58604,52148.10624,227629.8815,39934.55183
[Similar to: 2-(acetylamino)-3-(1H-indol-3-yl)propanoic acid; ΔMass: -0.1773 Da],NA,No results,Invalid mass,No results,NA,245.92318,244.91591,3.56,1,NA,NA,78.1,No matches found,DDA for preferred ion,14505.33222,29584.55775,14964.33645,13370.08854,63508.04864,76663.73588,127240.0237,20818.89866,45782.47692,25797.03884,25750.59281,96458.63545,125191.1909,252963.6642,240414.6335,227501.221,18216.49984,155572.3878,152203.0502,211009.6601
[Similar to: 4-Dodecylbenzenesulfonic acid; ΔMass: 0.1885 Da],NA,No results,Invalid mass,No results,NA,326.38008,325.3728,1.922,3,NA,NA,64.9,No matches found,DDA for preferred ion,13808.12053,5918.081547,41352.47974,27950.86252,9646.983161,31962.74715,9957.502067,61962.7077,15059.50184,68374.05355,24059.39891,20194.76611,23839.46036,14897.36792,18962.67623,4939.310489,2412.437276,9891.353121,30000.60936,10429.40095
1-Hydroxyepiacorone,C15 H24 O3,Full match,No results,Full match,0.03,252.17255,251.16528,2.772,0,NA,NA,NA,Single match found,DDA for preferred ion,2550.558171,8309.58244,3739.563673,3308.488198,15625.92718,9810.501719,19366.76633,4717.966205,3625.721228,6472.978294,3064.537736,6761.219974,10173.53255,3366.245146,3473.62101,3710.326311,3413.424314,2241.27545,46201.13732,25645.34122
LysoPE(0:0/16:0),C21 H44 N O6 P,No results,No results,Full match,2.41,437.29168,436.2844,3.008,0,NA,NA,NA,Single match found,No MS2,195727.809,51698.5424,233295.5387,205826.245,13389.56796,20793.3724,75949.37294,99450.98223,135614.8153,130109.3559,73087.97209,161687.2783,79274.80265,142269.051,98654.48236,98540.07306,140665.2964,43097.33931,20512.3671,47256.813
LysoPE(0:0/16:0),C21 H44 N O6 P,Not the top hit,No results,Full match,2.45,437.2917,436.28442,3.024,0,NA,NA,NA,Single match found,No MS2,193832.084,51698.5424,240093.6033,179712.0885,13682.43701,18882.17986,75949.37294,99450.98223,182509.1522,173917.8109,41869.96584,129064.4033,63965.75846,142269.051,98654.48236,101024.0458,37375.0967,46045.37797,30280.64476,44103.45152
LysoPE(0:0/16:0),C21 H44 N O6 P,Not the top hit,No results,Full match,1.92,437.29147,436.28419,3.012,0,NA,NA,NA,Single match found,No MS2,222481.6464,51698.5424,234705.8147,211078.5559,12976.59194,34514.51722,75949.37294,99450.98223,135614.8153,173917.8109,70762.36774,161811.1714,78515.41439,142269.051,98654.48236,98540.07306,129931.1344,43097.33931,20512.3671,47256.813
LysoPE(0:0/16:0),C21 H44 N O6 P,Full match,No results,Full match,0.58,437.29088,436.2836,3.013,0,NA,NA,NA,Single match found,No MS2,233531.831,51698.5424,233455.5274,207450.0841,15210.83151,25029.83395,75949.37294,99450.98223,135614.8153,172652.1095,59764.63355,173009.0053,92503.07386,142269.051,98654.48236,98540.07306,119122.688,43097.33931,20512.3671,47256.813
[Similar to: N-benzyl-N-methyl-N'-phenylurea; ΔMass: -0.1101 Da],C6 H5 N6 O3 P,Full match,Invalid mass,No results,0.26,240.01614,239.00886,3.571,2,NA,NA,63.6,No matches found,DDA for preferred ion,4711.041851,9608.472772,4645.537507,4342.337403,15575.75323,24898.84841,35794.24029,6710.868215,4781.669456,6786.528804,7549.598052,8506.663368,6601.622265,7341.841687,5515.06358,5742.303006,5436.252159,3701.225515,4886.365341,3395.093519
[Similar to: 2-Furoylglycine; ΔMass: 81.9566 Da],C5 H9 N5 O S3,Invalid mass,Invalid mass,No results,-11.28,250.99409,249.98681,14.499,1,NA,NA,50.2,No matches found,DDA for preferred ion,303067.6574,21486.0501,157160.9619,110972.993,153689.9998,219170.6662,114037.0608,238954.6421,121697.0529,149451.0719,167394.8055,54501.69153,165040.5082,48430.97956,46524.91893,84243.83197,29652.29236,28231.32444,7490.117099,31526.08998
Phosphocreatinine,C4 H8 N3 O4 P,Full match,No results,Full match,3.36,193.02589,192.01861,17.33,0,NA,NA,NA,Single match found,No MS2,53072.81511,52793.49445,73033.91994,79209.05709,10850.3055,70093.00918,73835.18552,19937.19015,45511.77034,37050.88756,11022.45399,4815.027186,3894.055862,4734.732109,4347.051475,3684.2376,3716.405857,3226.585976,4761.588576,3262.128464
"[Similar to: N-{[(2R,3S,4R,5S)-5-{2-[4-(4-Fluorophenyl)-1-piperazinyl]-2-oxoethyl}-3,4-dihydroxytetrahydro-2-furanyl]methyl}-2-furamide; ΔMass: -158.1593 Da]",C7 H8 N5 O6 P,Full match,Invalid mass,No results,0.23,289.02129,288.01401,12.071,12,NA,NA,74.1,No matches found,DDA for preferred ion,40634.98688,112065.6734,117962.3634,61172.41876,71827.98719,196297.058,93784.82669,83629.68225,441694.0767,231896.6867,11348.09327,26076.74541,78958.47714,52345.40447,72820.98074,54195.99421,29457.06861,45577.85238,55576.96899,6285.209407
N-(2-furylmethyl)-3-thiophenecarboxamide,C10 H9 N O2 S,No match,Invalid mass,No results,11.35,207.03775,206.03047,12.164,1,50.8,25.3,NA,No matches found,DDA for preferred ion,2462.583064,2648.991806,3157.09826,3355.698622,2445.167607,5399.793067,16485.1582,2603.441557,4731.54883,5995.657654,4721.044846,2678.928668,2294.701321,8864.191197,3825.955114,9425.295403,2345.27304,1487.961458,66717.9619,3246.341112
"LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))",C27 H48 N O7 P,Not the top hit,No results,Full match,1.36,529.31756,528.31028,3,0,NA,NA,NA,Single match found,DDA for preferred ion,128079.57,74917.7739,146430.7021,168048.7367,13494.43148,15926.48092,46326.90591,119614.3652,93866.51838,112446.8044,46402.06218,149590.8708,40850.78841,72617.78169,50779.6503,73316.96881,89105.23962,24967.05036,27846.50968,18364.4236
"[Similar to: 2,5-di-tert-Butylhydroquinone; ΔMass: 71.9154 Da]",C15 H10 N4 O3,Full match,Invalid mass,No results,7.12,294.07738,293.07011,3.278,3,NA,NA,69.6,No matches found,DDA for preferred ion,2478.559358,8821.768728,2628.825349,3039.15979,8437.004103,5162.361783,13849.89104,3583.496539,2879.463012,4628.781632,1615.079652,2101.724006,1946.210309,2136.909258,1811.815584,2197.721044,1912.099686,1523.839226,2376.100779,1830.02433
[Similar to: 4-Aminohippuric acid; ΔMass: 81.9640 Da],C5 H11 N8 P3,Full match,Invalid mass,No results,4.47,276.03318,275.02591,7.843,1,NA,NA,56.9,No matches found,DDA for preferred ion,44350.79466,18365.96173,25795.16118,15727.64314,33558.0552,25681.6513,50944.62611,18135.95501,17139.71045,13383.84775,50952.38582,52733.41205,29003.07976,39475.37636,29491.95302,35382.04695,47258.75482,20670.59563,21164.78954,8782.462861
Cyclovariegatin,C18 H10 O8,Not the top hit,No results,Full match,-4.03,354.03614,353.02886,14.401,0,NA,NA,NA,Single match found,No MS2,129848.3294,37369.9593,41353.08031,70417.44876,7808.475978,74552.86486,10172.84544,141003.7081,42391.31387,56835.29517,4486.728935,2850.539202,1922.754529,2342.827146,2404.953899,2610.558153,2143.001234,3655.460986,3331.86914,1452.17982
6-Phosphogluconic acid,C6 H13 O10 P,Full match,No results,Full match,-8.69,276.02223,275.01496,15.583,0,NA,NA,NA,Single match found,No MS2,8702.304339,47972.38667,10202.65931,12972.29107,8382.731166,84194.65137,39222.73142,145188.4293,6215.005481,121519.4629,5289.018301,5650.857481,4335.730466,5182.393771,5061.29896,4336.049434,4222.055528,4161.453446,8362.909245,3333.288091
"[Similar to: (+/-)9,10-dihydroxy-12Z-octadecenoic acid; ΔMass: -112.0888 Da]",NA,No results,Invalid mass,No results,NA,202.15692,201.14965,2.829,6,NA,NA,59.5,No matches found,DDA for preferred ion,27392.27151,26160.33439,137996.8317,146607.5758,25491.84538,40646.01532,89075.63579,168162.2856,103933.9839,317789.0647,129120.5681,186506.4482,73436.04999,99460.39965,234831.3299,25073.68757,74929.92394,39218.97731,259493.196,13659.37545
Cortisol 21-sulfate,C21 H30 O8 S,No results,No results,Full match,-1.37,442.16553,441.15825,14.262,0,NA,NA,NA,Single match found,No MS2,4326.189345,3815.336105,4423.665819,4270.259173,3171.020089,4232.475092,11242.21016,4655.276368,4228.662835,4377.051352,3169.120144,3659.77859,2540.726103,3312.564383,3242.539931,3114.750292,3068.820823,2140.69322,4453.190829,1958.605959
"N-(1,3-benzodioxol-5-yl)-7-chloroquinolin-4-amine",C16 H11 Cl N2 O2,Unused,Full match,No results,-1.31,298.05051,297.04324,14.263,1,75,30.2,NA,No matches found,DDA for preferred ion,142040.9339,128136.5335,112707.0702,134674.372,372469.3614,480213.6346,134240.4563,175442.7502,232263.2388,97342.55408,109222.0722,140847.9982,199868.8614,116688.8461,128473.8311,159253.0374,193656.9966,52750.14557,7587.390986,49791.87315
Homocysteine thiolactone,C4 H7 N O S,Full match,Invalid mass,Full match,-2.71,117.02452,116.01724,2.314,4,NA,NA,55.9,Single match found,DDA for preferred ion,4328.602022,4988.352232,5560.511679,7037.176845,12047.18933,9064.784513,15543.04512,22056.93454,4874.455751,7942.065024,8531.975397,7264.548464,8172.040136,16525.14528,10415.04157,51781.56884,50302.92788,7534.05732,44354.70531,72246.65313
[Similar to: β-D-Glucopyranuronic acid; ΔMass: 145.0215 Da],C11 H14 N7 O2 P S,Full match,Invalid mass,No results,-7.69,339.06412,338.05684,11.738,1,NA,NA,55.1,No matches found,DDA for preferred ion,48791.338,67433.98197,48629.40124,43828.28106,6972.546582,45322.58454,28867.20894,84941.25139,41824.9947,15585.88855,10807.52983,6835.720259,6828.678264,6261.652728,6468.871866,6059.473465,6869.659173,5444.00463,11179.79062,37366.14314
[Similar to: 4-Dodecylbenzenesulfonic acid; ΔMass: 0.0539 Da],C15 H30 N6 O2,Full match,Invalid mass,No results,7.37,326.24543,325.23815,2.826,3,NA,NA,87.4,No matches found,DDA for preferred ion,206410.1325,117897.5069,146963.6022,163420.8641,28664.66138,89878.13994,57918.44143,157408.9677,233092.481,167238.4674,193057.1627,229688.8797,174175.0366,454631.3854,404843.123,396936.5303,385130.1615,200929.0209,344471.3209,287252.424
[Similar to: L-Phenylalanine; ΔMass: -0.0671 Da],C4 H9 N O2 P2,Full match,Invalid mass,No results,6.2,165.01187,164.0046,9.774,1,NA,NA,50.8,No matches found,DDA for preferred ion,171684.6802,139265.3389,232957.182,135621.0208,16650.39516,202680.8227,37166.61627,243454.4412,258367.5168,86063.28282,183901.7253,24421.08027,28627.60298,41349.17553,32782.87384,16764.30847,14124.56086,18538.83272,10032.85299,8969.99186
[Similar to: Elaidic acid; ΔMass: -0.0362 Da],NA,No results,Invalid mass,No results,NA,282.2197,281.21242,2.662,7,NA,NA,66.5,No matches found,DDA for preferred ion,11469.97701,14885.4619,6663.908802,6487.51152,17044.5343,14210.37484,24009.61934,18789.17587,7253.073683,21878.78236,33606.2987,5353.958356,4416.910766,4601.573919,4399.709724,20360.74017,12980.41517,3189.398225,28253.4,5519.283079
[Similar to: Docosahexaenoic acid; ΔMass: -0.1891 Da],C16 H14 N2 O2 P2,Full match,Invalid mass,No results,-5.86,328.05113,327.04385,2.081,4,NA,NA,74.8,No matches found,DDA for preferred ion,18480.1845,7311.323062,16649.42714,20348.24662,10076.04381,14520.45095,7712.618087,53739.21944,15521.72943,28314.52287,20758.37451,7989.627566,11487.50634,8732.442265,4396.339375,14567.63957,22033.75013,4575.585689,2152.889537,3314.618835
(S)-Succinyldihydrolipoamide,C12 H21 N O4 S2,Not the top hit,No results,Full match,-0.77,307.09096,306.08369,14.31,0,NA,NA,NA,Single match found,No MS2,5715.214318,20718.07966,6253.976344,7770.502676,4887.507919,13175.04994,17327.67048,14588.69351,10523.66518,14780.96545,4884.579524,9119.280169,11515.53766,6561.63789,5030.5807,6516.923717,4851.122299,3299.460353,6659.760654,3018.808417
2-Methoxyacetaminophen sulfate,C9 H11 N O6 S,Not the top hit,No results,Full match,5.1,261.03204,260.02476,13.104,0,NA,NA,NA,Single match found,DDA for preferred ion,2967.275814,3340.536731,3530.125979,3997.211157,2894.951164,2337.202525,23314.25081,3751.834292,2360.403391,5368.779413,4290.370712,2119.644327,2070.602957,2593.061467,1599.776578,1729.843844,2156.321078,1633.822445,2588.147006,1369.120826
digalacturonate isomer,C12 H18 O13,Not the top hit,No results,Full match,1.4,370.07526,369.06798,14.826,0,NA,NA,NA,Single match found,No MS2,4502.377987,3788.777112,4324.762651,4030.101726,4069.783946,4072.008922,9567.745067,4700.629093,4341.535804,5174.469112,4612.421929,4917.307358,3744.108335,4290.726102,3782.350247,3410.109197,3531.046791,2763.60647,5838.75525,2747.641693
"[Similar to: (7Z)-7-{3-[(2-Chloro-5-nitrophenyl)amino]-5-oxo-1-(2,4,6-trichlorophenyl)-1,5-dihydro-4H-pyrazol-4-ylidene}-2,3-diphenyl-1(7H)-indolizinone; ΔMass: -374.9255 Da]",C15 H18 N2 O5 S,Full match,Invalid mass,No results,-0.13,338.0936,337.08632,14.369,1,NA,NA,55.9,No matches found,DDA for preferred ion,4625.583174,4048.235132,4240.015906,3911.848454,3535.722982,4187.406888,12416.59447,4678.516887,4455.096409,5234.088431,3938.363279,4362.032584,2931.172979,3717.407758,3955.39355,3500.074587,3500.721982,2464.867632,5477.266051,2304.200948
"LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))",C27 H48 N O7 P,Not the top hit,No results,Full match,-1.5,529.31605,528.30877,2.991,0,NA,NA,NA,Single match found,DDA for preferred ion,128079.57,74917.7739,140478.588,163823.4898,12601.56952,9456.105558,46326.90591,115651.9259,93866.51838,119703.1174,46402.06218,145112.8176,40850.78841,72617.78169,50779.6503,63785.74496,89105.23962,24967.05036,27846.50968,18364.4236
Foeniculoside VIII,C16 H28 O8,Not the top hit,No results,Full match,-1.05,348.17805,347.17077,2.701,0,NA,NA,NA,Single match found,No MS2,9860.386355,31740.36602,15976.11376,13073.80123,48905.26046,30300.87355,51612.33376,16013.01401,17335.00459,19446.79282,15851.24859,19925.75227,13967.59172,16340.84501,25437.92636,11949.40367,21313.74484,28851.70798,18605.9427,23335.9273
Thymidine 5'-triphosphate,C10 H17 N2 O14 P3,No match,No results,Full match,9.01,481.99361,480.98633,12.933,0,NA,NA,NA,Single match found,No MS2,28741.17369,15490.67582,26036.32455,14763.25177,83994.48577,75404.63329,57781.50898,90374.35295,11168.38287,30168.16484,13201.17086,7841.50656,5780.186792,10700.29486,6720.536515,8249.335864,7495.707073,5854.504298,7834.578129,5113.423901
Dityrosine,C18 H20 N2 O6,Full match,No results,Full match,2.06,360.13288,359.1256,13.993,0,NA,NA,NA,Single match found,DDA for preferred ion,16106.86007,66817.19673,41822.47184,28076.76664,14679.74571,142715.9175,28777.06647,148756.7844,20888.30602,50163.74707,70077.35372,15594.56265,12870.71546,7837.701636,8341.799446,29015.80272,28979.17249,8743.140946,4398.984671,2558.783577
"[Similar to: (+/-)9,10-dihydroxy-12Z-octadecenoic acid; ΔMass: -112.0893 Da]",C11 H22 O3,Full match,Invalid mass,No results,-2.28,202.15643,201.14916,3.296,6,NA,NA,60,No matches found,DDA for preferred ion,24163.27277,12310.74644,28011.73012,4157.079467,11724.50678,14228.62021,89075.63579,4956.918307,11045.48357,10640.28401,6096.531976,11547.24084,5736.807589,2945.782942,2506.217528,5204.503855,4501.071469,3007.376371,30085.41296,2570.544732
