"seqname","seqdate","tissue","Name","Formula","ion.mode.seq","m.z","RT.seq","RT.library","RT.diff","mzCloud.Best.Match","mzCloud.Best.Match.Confidence","Annot..DeltaMass..ppm.","Calc..MW","CJ","Detected.in","confirmation","HMDB.ID"
"ldlr_serum_apr2022","2023-04","Serum","Dimethylglycine","C4H9NO2","Nega",102.05628,11.356,12.26,-0.904,79.3,9,2.21,103.06356,"CJ1061","Both","DDA","HMDB0000092"
"ldlr_serum_apr2022","2023-04","Serum","Diosmetin","C16H12O6","Posi",301.07402,1.033,NA,NA,63.8,8.2,11.11,300.06672,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Docosahexaenoic acid","C22H32O2","Nega",327.23302,2.116,2.04,0.0760000000000001,74,46.9,0.22,328.2403,"CJ0237","Nega","Sigma","HMDB0002183"
"ldlr_serum_apr2022","2023-04","Serum","Docosahexaenoic acid ethyl ester","C24H36O2","Posi",357.27612,12.07,NA,NA,73.4,26.5,-7.53,356.26885,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Dodecamethylcyclohexasiloxane","C12H36O6Si6","Posi",445.11868,2.251,NA,NA,74.4,71.1,-3.06,444.11139,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Dodecanoic acid","C12H24O2","Nega",199.17065,2.867,2.57,0.297,71.6,8.6,1.49,200.17793,"CJ0356","Nega","Sigma","HMDB0000638"
"ldlr_serum_apr2022","2023-04","Serum","Dodecyl sulfate","C12H26O4S","Nega",265.14712,8.293,NA,NA,91.9,9.6,-2.93,266.1544,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Eicosadienoic acid","C20H36O2","Nega",307.26465,2.428,2.05,0.378,78,8.9,1.28,308.27192,"CJ0702","Nega","fatty acids","HMDB0005060"
"ldlr_serum_apr2022","2023-04","Serum","Eicosapentaenoic acid","C20H30O2","Posi",303.23042,2.345,2.27,0.0750000000000002,68.7,8.4,-4.77,302.22314,"CJ0244","Both","Sigma","HMDB0001999"
"ldlr_serum_apr2022","2023-04","Serum","Elaidic acid","C18H34O2","Nega",281.24803,1.989,2.07,-0.0809999999999997,91.3,9.6,-2.02,282.25531,"CJ0245","Nega","Sigma","HMDB0000573"
"ldlr_serum_apr2022","2023-04","Serum","Epitestosterone glucuronide","C25H36O8","Posi",465.23995,2.878,NA,NA,51.6,7.6,-17.97,464.23268,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Eplerenone","C24H30O6","Posi",415.20999,2.447,2.2725,0.1745,94.4,9.7,-3.93,414.20261,"CJ1065","Both","DDA","HMDB0014838"
"ldlr_serum_apr2022","2023-04","Serum","Eremopetasinorol","C13H20O2","Posi",209.15262,1.095,NA,NA,82.7,32.1,-4.73,208.14535,"CJ1515",NA,NA,"HMDB0029668"
"ldlr_serum_apr2022","2023-04","Serum","Ergosterol peroxide","C28H44O3","Posi",429.32945,2.401,NA,NA,60.7,23.5,-15.72,428.32231,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Eriodictyol","C15H12O6","Nega",287.05742,8.471,NA,NA,51.3,7.6,4.53,288.06469,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Erucamide","C22H43NO","Posi",338.3387,7.63,NA,NA,76,8.8,-9.03,337.33142,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Erythronic acid","C4H8O5","Nega",135.03004,12.055,11.75,0.305,75.2,8.8,1.05,136.03732,"CJ1067","Nega","DDA","HMDB0000613"
"ldlr_serum_apr2022","2023-04","Serum","Erythronic acid","C4H8O5","Posi",137.04557,10.639,11.75,-1.111,57.1,7.9,8.25,136.0383,"CJ1067","Nega","DDA","HMDB0000613"
"ldlr_serum_apr2022","2023-04","Serum","Esketamine","C13H16ClNO","Posi",238.09749,14.737,NA,NA,50.7,22.5,-7.7,237.09022,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Ethyl 3-acetyl-4-oxopentanoate","C9H14O4","Posi",187.09751,2.885,NA,NA,50.9,41.1,4.63,186.09007,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Ethylmalonic acid","C5H8O4","Nega",131.03592,12.962,12,0.962,62.8,8.1,7.11,132.0432,"CJ0252","Nega","Sigma","HMDB0000622"
"ldlr_serum_apr2022","2023-04","Serum","Firocoxib","C17H20O5S","Posi",337.10569,8.23,NA,NA,64,23.8,-14.08,336.09841,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Flucloxacillin","C19H17ClFN3O5S","Posi",454.06423,12.03,NA,NA,64.7,43.3,1.97,453.05704,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Flutamide","C11H11F3N2O3","Posi",277.07683,1.225,NA,NA,61.7,46.6,-9.51,276.06955,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Gabapentin","C9H17NO2","Posi",172.13256,2.579,NA,NA,82.6,77,-3.81,171.12528,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Galactitol","C6H14O6","Nega",181.0719,12.781,12.61,0.171000000000001,90.8,9.5,0.76,182.07918,"CJ0262","Both","Sigma","HMDB0000107"
"ldlr_serum_apr2022","2023-04","Serum","Galactonic acid","C6H12O7","Nega",195.04905,6.898,12.66,-5.762,52.3,7.6,-10.08,196.05633,"CJ1071","Nega","DDA","HMDB0000565"
"ldlr_serum_apr2022","2023-04","Serum","Galactose-beta-1,4-xylose","C11H20O10","Posi",313.11225,14.106,NA,NA,79.9,9,-4.02,312.10439,"CJ1542",NA,NA,"HMDB0011677"
"ldlr_serum_apr2022","2023-04","Serum","Galactosylhydroxylysine","C12H24N2O8","Nega",323.14661,19.315,NA,NA,50.5,58,1.91,324.15388,"CJ1543",NA,NA,"HMDB0000600"
"ldlr_serum_apr2022","2023-04","Serum","Galactosylhydroxylysine","C12H24N2O8","Posi",325.16311,2.665,NA,NA,52.1,53.7,8.32,324.15596,"CJ1543",NA,NA,"HMDB0000600"
"ldlr_serum_apr2022","2023-04","Serum","Gerberinol","C21H16O6","Posi",365.10435,15.421,NA,NA,97.9,9.9,6.56,364.09708,"CJ1553",NA,NA,"HMDB0033304"
"ldlr_serum_apr2022","2023-04","Serum","Gingerol","C17H26O4","Nega",293.17862,2.377,1.84,0.537,91.9,46.4,9.47,294.1859,"CJ1072","Nega","DDA","HMDB0005783"
"ldlr_serum_apr2022","2023-04","Serum","Glutaconic acid","C5H6O4","Nega",129.01939,14.477,14.39,0.0869999999999997,82.1,9.1,0.48,130.02667,"CJ1075","Nega","DDA","HMDB0000620"
"ldlr_serum_apr2022","2023-04","Serum","Glutamylproline","C10H16N2O5","Posi",245.11393,2.931,NA,NA,54.2,36.6,2.95,244.10664,"CJ1769",NA,NA,"HMDB0028827"
"ldlr_serum_apr2022","2023-04","Serum","Glutaric acid","C5H8O4","Nega",131.03485,14.032,13.24,0.792,51.6,7.6,-1.03,132.04212,"CJ0283","Both","Sigma","HMDB0000661"
"ldlr_serum_apr2022","2023-04","Serum","Glyceraldehyde","C3H6O3","Nega",89.02446,14.459,12.99,1.469,78.7,8.9,0.44,90.03173,"CJ0286","Nega","Sigma","HMDB0001051"
"ldlr_serum_apr2022","2023-04","Serum","Glycerol 3-phosphate","C3H9O6P","Nega",171.00671,15.004,14.57,0.433999999999999,56.4,44,1.84,172.01399,"CJ0290","Both","Sigma","HMDB0000126"
"ldlr_serum_apr2022","2023-04","Serum","Glycine","C2H5NO2","Nega",74.02492,9.613,14.1,-4.487,94.1,9.7,2.19,75.03219,"CJ0294","Both","Sigma","HMDB0000123"
"ldlr_serum_apr2022","2023-04","Serum","Glycine anhydride","C4H6N2O2","Nega",113.03601,15.903,NA,NA,57.2,7.9,3.19,114.04329,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Glycocholic acid","C26H43NO6","Nega",464.29999,6.51,2.98,3.53,78.7,8.9,-3.81,465.30726,"CJ0296","Both","Sigma","HMDB0000138"
"ldlr_serum_apr2022","2023-04","Serum","Glycocholic acid","C26H43NO6","Posi",466.3144,3.938,2.98,0.958,86.7,9.3,-4.1,465.30713,"CJ0296","Both","Sigma","HMDB0000138"
"ldlr_serum_apr2022","2023-04","Serum","Glycogen","C24H42O21","Nega",665.21565,15.988,16.62,-0.632000000000001,52.7,7.6,1.6,666.22292,"CJ1079","Nega","DDA","HMDB0000757"
"ldlr_serum_apr2022","2023-04","Serum","Glycogen","C24H42O21","Posi",689.20947,16.822,16.62,0.201999999999998,86.4,70.6,-2.78,666.22,"CJ1079","Nega","DDA","HMDB0000757"
"ldlr_serum_apr2022","2023-04","Serum","Glycolic acid","C2H4O3","Nega",75.00871,6.238,8.99,-2.752,97.1,9.9,-0.79,76.01598,"CJ0298","Both","Sigma","HMDB0000115"
"ldlr_serum_apr2022","2023-04","Serum","Glycoursodeoxycholic acid","C26H43NO5","Nega",448.30575,4.432,4.542,-0.109999999999999,90.4,9.5,-2.44,449.31303,"CJ0606",NA,"Bile acids","HMDB0000708"
"ldlr_serum_apr2022","2023-04","Serum","Glycylleucine","C8H16N2O3","Posi",189.12243,15.332,14.62,0.712000000000002,71.8,50.6,-5.11,188.11513,"CJ1080","Posi","DDA","HMDB0000759"
"ldlr_serum_apr2022","2023-04","Serum","Glyoxylic acid","C2H2O3","Nega",72.99324,17.6,12.5,5.1,82.2,9.1,1.67,74.00052,"CJ0299","Nega","Sigma","HMDB0000119"
"ldlr_serum_apr2022","2023-04","Serum","Guaifenesin","C10H14O4","Nega",197.08215,10.581,10.12,0.461,74.8,8.7,1.08,198.08942,"CJ1082","Nega","DDA","HMDB0004998"
"ldlr_serum_apr2022","2023-04","Serum","Guanidinosuccinic acid","C5H9N3O4","Nega",174.05204,14.482,14.21,0.271999999999998,68.9,47.5,0.08,175.05932,"CJ0302","Both","Sigma","HMDB0003157"
"ldlr_serum_apr2022","2023-04","Serum","Guanidinosuccinic acid","C5H9N3O4","Posi",176.06522,10.125,14.21,-4.085,68.4,8.4,-7.81,175.05794,"CJ0302","Both","Sigma","HMDB0003157"
"ldlr_serum_apr2022","2023-04","Serum","Guanine","C5H5N5O","Posi",152.05662,8.446,9.05,-0.604000000000001,84.8,80,-0.46,151.04934,"CJ0303","Both","Sigma","HMDB0000132"
"ldlr_serum_apr2022","2023-04","Serum","Guanosine","C10H13N5O5","Nega",282.08462,10.613,10.22,0.392999999999999,62,8.1,0.79,283.09189,"CJ0304","Both","Sigma","HMDB0000133"
"ldlr_serum_apr2022","2023-04","Serum","Heptaethylene glycol","C14H30O8","Nega",325.18386,3.621,3.91,-0.289,84.3,73.2,-8.99,326.19113,"CJ1083","Posi","DDA","HMDB0061835"
"ldlr_serum_apr2022","2023-04","Serum","Heptaethylene glycol","C14H30O8","Posi",327.19888,3.883,3.91,-0.0270000000000001,67.9,8.4,-7.94,326.19148,"CJ1083","Posi","DDA","HMDB0061835"
"ldlr_serum_apr2022","2023-04","Serum","Hexadecanedioic acid","C16H30O4","Nega",285.20734,3.864,2.95575,0.90825,74.3,8.7,0.71,286.21461,"CJ1084",NA,"DDA","HMDB0000672"
"ldlr_serum_apr2022","2023-04","Serum","Hexaethylene glycol","C12H26O7","Posi",283.17322,3.897,3.87,0.0269999999999997,71.1,8.6,-7.38,282.16577,"CJ1085","Posi","DDA","HMDB0061822"
"ldlr_serum_apr2022","2023-04","Serum","Hexanoylglycine","C8H15NO3","Nega",172.09823,3.334,2.76,0.574,55.5,43.9,1.82,173.10551,"CJ1086","Nega","DDA","HMDB0000701"
"ldlr_serum_apr2022","2023-04","Serum","Hippuric acid","C9H9NO3","Nega",178.05111,3.312,2.89,0.422,86.4,9.3,0.82,179.05839,"CJ0314","Both","Sigma","HMDB0000714"
"ldlr_serum_apr2022","2023-04","Serum","Hippuric acid","C9H9NO3","Posi",180.0647,2.238,2.89,-0.652,80.7,73.9,-4.22,179.05749,"CJ0314","Both","Sigma","HMDB0000714"
"ldlr_serum_apr2022","2023-04","Serum","Histamine","C5H9N3","Posi",112.08675,5.166,18.5,-13.334,69.3,44.1,-1.65,111.07946,"CJ0315","Posi","Sigma","HMDB0000870"
"ldlr_serum_apr2022","2023-04","Serum","Homocysteinesulfinic acid","C4H9NO4S","Nega",166.01819,3.102,3.94,-0.838,50.8,43.3,1.44,167.02547,"CJ1088","Nega","DDA","HMDB0006462"
"ldlr_serum_apr2022","2023-04","Serum","Homoveratric acid","C10H12O4","Nega",195.06627,8.114,7.807,0.307,59.9,61.2,-0.06,196.07355,"CJ1060","Both","DDA","HMDB0000434"
"ldlr_serum_apr2022","2023-04","Serum","Hydroxyprolyl-Valine","C10H18N2O4","Posi",231.1345,7.843,NA,NA,63,8.1,2.38,230.12721,"CJ1597",NA,NA,"HMDB0028876"
"ldlr_serum_apr2022","2023-04","Serum","Hypoglycin A","C7H11NO2","Posi",142.0856,18.05,NA,NA,60.8,23.5,-4.66,141.07832,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Hypotaurine","C2H7NO2S","Nega",108.0126,14.071,13.74,0.331,55.4,7.8,1.16,109.01988,"CJ0328","Both","Sigma","HMDB0000965"
"ldlr_serum_apr2022","2023-04","Serum","Hypotaurine","C2H7NO2S","Posi",110.0265,14.066,13.74,0.326000000000001,80.5,9,-4.78,109.01923,"CJ0328","Both","Sigma","HMDB0000965"
"ldlr_serum_apr2022","2023-04","Serum","Hypoxanthine","C5H4N4O","Nega",135.03137,8.087,7.42,0.667,61.6,45.8,1.01,136.03865,"CJ0329","Both","Sigma","HMDB0000157"
"ldlr_serum_apr2022","2023-04","Serum","Hypoxanthine","C5H4N4O","Posi",137.04501,14.928,7.42,7.508,86.7,82.7,-5.71,136.03773,"CJ0329","Both","Sigma","HMDB0000157"
"ldlr_serum_apr2022","2023-04","Serum","Indirubin","C16H10N2O2","Posi",263.08054,1.992,NA,NA,79.4,72.1,-3.7,262.07326,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Indole-3-acetylglycine","C12H12N2O3","Nega",231.07706,4.434,3.71475,0.71925,59,60.9,-1.95,232.08434,"CJ1097",NA,"DDA","HMDB0240661"
"ldlr_serum_apr2022","2023-04","Serum","Indole-3-acetylglycine","C12H12N2O3","Posi",233.0916,2.72,3.71475,-0.99475,56.6,7.8,-2.04,232.08432,"CJ1097",NA,"DDA","HMDB0240661"
"ldlr_serum_apr2022","2023-04","Serum","Indole-3-acrylic acid","C11H9NO2","Posi",188.07011,2.716,NA,NA,86.3,82.1,-2.64,187.06283,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Indole-3-carboxaldehyde","C9H7NO","Nega",144.04576,2.76,2.71,0.0499999999999998,82.4,9.1,1.88,145.05304,"CJ0958","Nega","DDA","HMDB0029737"
"ldlr_serum_apr2022","2023-04","Serum","Indole-3-carboxaldehyde","C9H7NO","Posi",146.05924,3.593,2.71,0.883,87.3,83.6,-5.41,145.05198,"CJ0958","Nega","DDA","HMDB0029737"
"ldlr_serum_apr2022","2023-04","Serum","Indole-3-carboxylic acid","C9H7NO2","Nega",160.04033,3.165,3.675,-0.51,74,8.7,-0.45,161.04761,"CJ1096","Both","DDA","HMDB0003320"
"ldlr_serum_apr2022","2023-04","Serum","Indole-3-carboxylic acid","C9H7NO2","Posi",162.0546,2.315,3.675,-1.36,80.7,73.9,-2.29,161.04731,"CJ1096","Both","DDA","HMDB0003320"
"ldlr_serum_apr2022","2023-04","Serum","Indoleacrylic acid","C11H9NO2","Posi",188.07,9.64,9.36,0.280000000000001,83.3,77.8,-3.36,187.0627,"CJ1098","Posi","DDA","HMDB0000734"
"ldlr_serum_apr2022","2023-04","Serum","Indoxyl sulfate","C8H7NO4S","Nega",212.0025,3.024,1.94,1.084,82.8,56,0.93,213.00978,"CJ0337","Both","Sigma","HMDB0000682"
"ldlr_serum_apr2022","2023-04","Serum","Inosine","C10H12N4O5","Posi",269.08667,6.285,9,-2.715,71.9,25.5,-5.3,268.07935,"CJ0339","Both","Sigma","HMDB0000195"
"ldlr_serum_apr2022","2023-04","Serum","Isobutyraldehyde","C4H8O","Posi",73.06475,1.049,NA,NA,66.3,8.3,-2.56,72.05733,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Isobutyric acid","C4H8O2","Nega",87.04541,8.75,10.73,-1.98,91.6,9.6,2.88,88.05268,"CJ0343","Nega","Sigma","HMDB0001873"
"ldlr_serum_apr2022","2023-04","Serum","Isobutyrylglycine","C6H11NO3","Posi",146.08069,13.954,NA,NA,69.5,8.5,-3.29,145.07342,"CJ1612",NA,NA,"HMDB0000730"
"ldlr_serum_apr2022","2023-04","Serum","Isoleucylproline","C11H20N2O3","Posi",229.15414,14.63,13.2,1.43,86.6,9.3,-2.31,228.14687,"CJ1103","Posi","DDA","HMDB0011174"
"ldlr_serum_apr2022","2023-04","Serum","Isolinderanolide","C21H36O3","Posi",337.27213,2.306,2.327,-0.0209999999999999,81.9,9.1,-4.73,336.26485,"CJ1111","Posi","DDA","HMDB0038105"
"ldlr_serum_apr2022","2023-04","Serum","Isophthalic acid","C8H6O4","Nega",165.01959,8.433,NA,NA,85.4,9.3,1.55,166.02687,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Itaconic acid","C5H6O4","Nega",129.01965,12.866,13.35,-0.484,83.6,9.2,2.45,130.02693,"CJ0347","Both","Sigma","HMDB0002092"
"ldlr_serum_apr2022","2023-04","Serum","Kanosamine","C6H13NO5","Posi",180.08727,8.395,NA,NA,55.8,63.8,3.5,179.08,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Ketamine","C13H16ClNO","Posi",238.09788,3.143,2.45,0.693,96.4,90.6,-6.06,237.0906,"CJ1108","Posi","DDA","HMDB0015352"
"ldlr_serum_apr2022","2023-04","Serum","Kynurenic acid","C10H7NO3","Nega",188.03554,3.82,3.72,0.0999999999999996,67.8,8.4,1.18,189.04282,"CJ0349","Both","Sigma","HMDB0000715"
"ldlr_serum_apr2022","2023-04","Serum","L(+)-2-Amino-6-phosphonohexanoic acid","C6H14NO5P","Posi",212.0664,3.746,NA,NA,65.7,8.3,-9.14,211.05903,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","L-(+)-Lactic acid","C3H6O3","Nega",89.02458,9.987,NA,NA,87.6,9.4,1.86,90.03186,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","L-Acetopine","C8H16N4O4","Posi",233.12234,3.617,NA,NA,56.2,23,-8.85,232.1151,"CJ1630",NA,NA,"HMDB0039111"
"ldlr_serum_apr2022","2023-04","Serum","L-Acetylcarnitine","C9H17NO4","Posi",204.12208,12.593,12.05,0.542999999999999,97.9,81.6,-4.72,203.1148,"CJ0447","Posi","Sigma","HMDB0000201"
"ldlr_serum_apr2022","2023-04","Serum","L-Allothreonine","C4H9NO3","Nega",118.05121,14.306,13.81,0.495999999999999,76.5,8.8,2.04,119.05849,"CJ0118","Both","Sigma","HMDB0004041"
"ldlr_serum_apr2022","2023-04","Serum","L-Allothreonine","C4H9NO3","Posi",120.065,14.34,13.81,0.529999999999999,88.9,55.3,-4.12,119.05775,"CJ0118","Both","Sigma","HMDB0004041"
"ldlr_serum_apr2022","2023-04","Serum","L-Arabitol","C5H12O5","Nega",151.06128,10.735,10.48,0.254999999999999,81,69.4,0.52,152.06855,"CJ0127","Both","Sigma","HMDB0001851"
"ldlr_serum_apr2022","2023-04","Serum","L-Arginine","C6H14N4O2","Posi",175.11826,20.053,18.68,1.373,86.2,9.3,-3.98,174.11098,"CJ0129","Both","Sigma","HMDB0000517"
"ldlr_serum_apr2022","2023-04","Serum","L-Carnitine","C7H15NO3","Posi",162.11232,13.285,14.13,-0.845000000000001,87.9,35.2,-0.86,161.10506,"CJ0357","Both","Sigma","HMDB0000062"
"ldlr_serum_apr2022","2023-04","Serum","L-Cystine","C6H12N2O4S2","Nega",239.01713,15.502,14.91,0.592000000000001,71.8,46.3,2.35,240.02441,"CJ0191","Both","Sigma","HMDB0000192"
"ldlr_serum_apr2022","2023-04","Serum","L-Cystine","C6H12N2O4S2","Posi",241.03029,15.273,14.91,0.363,87.5,80.6,-3.56,240.02299,"CJ0191","Both","Sigma","HMDB0000192"
"ldlr_serum_apr2022","2023-04","Serum","L-Glutamic acid","C5H9NO4","Nega",146.04604,14.079,14.24,-0.161,51.6,58.4,1.06,147.05331,"CJ0281","Both","Sigma","HMDB0000148"
"ldlr_serum_apr2022","2023-04","Serum","L-Glutamic acid","C5H9NO4","Posi",148.0599,14.353,14.24,0.113,78.9,49.4,-3.42,147.05265,"CJ0281","Both","Sigma","HMDB0000148"
"ldlr_serum_apr2022","2023-04","Serum","L-Glutamine","C5H10N2O3","Nega",145.06162,14.046,14.28,-0.234,85.4,71.4,-1.66,146.0689,"CJ0282","Both","Sigma","HMDB0000641"
"ldlr_serum_apr2022","2023-04","Serum","L-Glutamine","C5H10N2O3","Posi",147.0754,15.573,14.28,1.293,72.3,45.5,-7.36,146.06807,"CJ0282","Both","Sigma","HMDB0000641"
"ldlr_serum_apr2022","2023-04","Serum","L-Gulonolactone","C6H10O6","Nega",177.04043,7.194,7.39,-0.196,76.7,67,-0.18,178.04771,"CJ0360","Both","Sigma","HMDB0003466"
"ldlr_serum_apr2022","2023-04","Serum","L-Histidine","C6H9N3O2","Nega",154.06245,17.848,17.46,0.387999999999998,82.3,67,1.59,155.06972,"CJ0316","Both","Sigma","HMDB0000177"
"ldlr_serum_apr2022","2023-04","Serum","L-Histidine","C6H9N3O2","Posi",156.07657,19.891,17.46,2.431,98.6,94.5,-1.19,155.06929,"CJ0316","Both","Sigma","HMDB0000177"
"ldlr_serum_apr2022","2023-04","Serum","L-Isoleucine","C6H13NO2","Nega",130.08747,10.17,10.41,-0.24,64.7,26.6,0.93,131.09475,"CJ0345","Both","Sigma","HMDB0000172"
"ldlr_serum_apr2022","2023-04","Serum","L-Isoleucine","C6H13NO2","Posi",132.10135,10.673,10.41,0.263,87.5,9.4,-4.2,131.09408,"CJ0345","Both","Sigma","HMDB0000172"
"ldlr_serum_apr2022","2023-04","Serum","L-Lactic acid","C3H6O3","Nega",89.0244,7.876,7.2,0.676,95.5,9.8,-0.18,90.03168,"CJ0351","Nega","Sigma","HMDB0000190"
"ldlr_serum_apr2022","2023-04","Serum","L-Lactic acid","C3H6O3","Nega",89.0244,7.876,6,1.876,95.5,9.8,-0.18,90.03168,"CJ0352","Nega","Sigma","HMDB0000190"
"ldlr_serum_apr2022","2023-04","Serum","L-Lysine","C6H14N2O2","Posi",147.11175,17.806,18.29,-0.483999999999998,59.5,8,-8.4,146.1043,"CJ0367","Both","Sigma","HMDB0000182"
"ldlr_serum_apr2022","2023-04","Serum","L-Methionine","C5H11NO2S","Posi",150.05782,11.315,10.8,0.514999999999999,86.2,70.2,-3.42,149.05054,"CJ0386","Both","Sigma","HMDB0000696"
"ldlr_serum_apr2022","2023-04","Serum","L-Norleucine","C6H13NO2","Posi",132.10169,12.583,9.83,2.753,72.8,8.6,-1.68,131.09441,"CJ0443","Both","Sigma","HMDB0001645"
"ldlr_serum_apr2022","2023-04","Serum","L-Phenylalanine","C9H11NO2","Nega",164.07185,9.752,9.45,0.302000000000001,86.5,50.4,0.89,165.07913,"CJ0471","Both","Sigma","HMDB0000159"
"ldlr_serum_apr2022","2023-04","Serum","L-Phenylalanine","C9H11NO2","Posi",166.08501,9.616,9.45,0.166,83.6,32.6,-7.55,165.07773,"CJ0471","Both","Sigma","HMDB0000159"
"ldlr_serum_apr2022","2023-04","Serum","L-Proline","C5H9NO2","Posi",116.07019,12.809,12.75,0.0589999999999993,93,9.7,-3.64,115.06291,"CJ0489","Both","Sigma","HMDB0000162"
"ldlr_serum_apr2022","2023-04","Serum","L-Serine","C3H7NO3","Nega",104.03536,14.722,14.32,0.401999999999999,86,9.3,0.37,105.04263,"CJ0531","Both","Sigma","HMDB0000187"
"ldlr_serum_apr2022","2023-04","Serum","L-Serine","C3H7NO3","Posi",106.04943,8.566,14.32,-5.754,89.3,9.5,-4.18,105.04215,"CJ0531","Both","Sigma","HMDB0000187"
"ldlr_serum_apr2022","2023-04","Serum","L-Threonic acid","C4H8O5","Nega",135.03015,14.54,NA,NA,52.5,7.6,1.84,136.03742,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","L-Tyrosine","C9H11NO3","Nega",180.06675,11.75,11.5,0.25,85.4,67,0.73,181.07403,"CJ0579","both","Sigma","HMDB0000158"
"ldlr_serum_apr2022","2023-04","Serum","L-Tyrosine","C9H11NO3","Posi",182.08026,11.844,11.5,0.343999999999999,53,53.9,-4.86,181.07301,"CJ0579","both","Sigma","HMDB0000158"
"ldlr_serum_apr2022","2023-04","Serum","L-Valine","C5H11NO2","Posi",118.08537,13.331,11.84,1.491,83.7,9.2,-7.56,117.07809,"CJ0592","both","Sigma","HMDB0000883"
"ldlr_serum_apr2022","2023-04","Serum","Leucine","C6H13NO2","Posi",132.10091,1.037,NA,NA,65.3,8.3,-7.46,131.09365,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Leucylproline","C11H20N2O3","Posi",229.15295,14.899,NA,NA,85.9,9.3,-7.53,228.14567,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Linoleic acid","C18H32O2","Nega",279.23301,2.174,2.1,0.0739999999999998,94.6,9.7,0.2,280.24029,"CJ0151","Nega","Sigma","HMDB0000673"
"ldlr_serum_apr2022","2023-04","Serum","Linoleoyl ethanolamide","C20H37NO2","Posi",324.28752,2.365,NA,NA,72.4,8.6,-5.92,323.28052,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Lithocholic acid","C24H40O3","Nega",375.29042,2.559,2.4,0.159,54.3,7.7,-0.14,376.29769,"CJ0363","Nega","Sigma","HMDB0000761"
"ldlr_serum_apr2022","2023-04","Serum","LysoPC(18:1(9Z)/0:0)","C26H52NO7P","Posi",522.35157,4.365,3.742,0.623,60.6,46.3,-6.47,521.34477,"CJ0744","Posi","Lipids","HMDB0002815"
"ldlr_serum_apr2022","2023-04","Serum","Lysyltyrosine","C15H23N3O4","Posi",310.1742,3.768,NA,NA,67.9,8.4,-5.89,309.16704,"CJ1649",NA,NA,"HMDB0028963"
"ldlr_serum_apr2022","2023-04","Serum","Maltol","C6H6O3","Posi",127.03836,10.191,NA,NA,65.5,8.3,-4.8,126.03109,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Maltotriose","C18H32O16","Nega",503.16225,15.497,15.92,-0.423,78.9,68.5,0.97,504.16952,"CJ1113","Posi","DDA","HMDB0001262"
"ldlr_serum_apr2022","2023-04","Serum","Maltotriose","C18H32O16","Posi",505.17377,15.322,15.92,-0.598000000000001,86.1,53.6,-3.76,504.16714,"CJ1113","Posi","DDA","HMDB0001262"
"ldlr_serum_apr2022","2023-04","Serum","Mammea E/BB","C24H30O7","Posi",431.20505,2.457,NA,NA,62.7,23.7,-2.89,430.19791,"CJ1656",NA,NA,"HMDB0030814"
"ldlr_serum_apr2022","2023-04","Serum","Mecarbam","C10H20NO5PS2","Posi",330.05775,9.374,NA,NA,79.2,9,-4.8,329.05047,"CJ1657",NA,NA,"HMDB0031800"
"ldlr_serum_apr2022","2023-04","Serum","Melleolide M","C23H29ClO7","Posi",453.16565,2.455,2.37,0.085,50.1,7.5,-4,452.15837,"CJ1119","Posi","DDA","HMDB0035068"
"ldlr_serum_apr2022","2023-04","Serum","Mesylate","CH4O3S","Nega",94.98103,3.679,4.05,-0.371,87.3,9.4,1.97,95.9883,"CJ1121","Nega","DDA","HMDB0240280"
